2006-03-25T10:53:00.000Z	i586		Hello anyone know  who to install  ubuntu  with vmware
2006-03-25T10:53:00.000Z	i586		?
2006-03-25T10:54:00.000Z	i586		Hello anyone know  who to install  ubuntu  with vmware?
2006-03-25T10:55:00.000Z	pfarmer	i586	I've done it several times - its not difficult
2006-03-25T10:56:00.000Z	i586		can u  help me
2006-03-25T10:56:00.000Z	pfarmer	i586	in what way do you need help?
2006-03-25T10:56:00.000Z	i586		with  vmware is enable to update ubuntu   apt-get  install etc?
2006-03-25T10:57:00.000Z	pfarmer	i586	Have you ubuntu installed on VMWare or do you want VMWare installed on ubuntu?
2006-03-25T10:57:00.000Z	i586		no  i want  to learn hot to instal
2006-03-25T10:57:00.000Z	i586		install
2006-03-25T10:57:00.000Z	i586		:)
2006-03-25T10:58:00.000Z	i586		how too install sorry
2006-03-25T10:59:00.000Z	i586	pfarmer	 any  tuttorial in  ubuntu..
2006-03-25T10:59:00.000Z	pfarmer	i586	install vmware on ubuntu or install ubuntu on vmware?
2006-03-25T11:00:00.000Z	i586		install  ubuntu in  vmware
2006-03-25T11:01:00.000Z	pfarmer	i586	have you got an ubuntu iso image or cd?
2006-03-25T11:01:00.000Z	i586		i have  ubuntu  cd
2006-03-25T11:02:00.000Z	pfarmer	i586	and have you used vmware before?
