2012-08-15T06:54:00.000Z	con-man		unity needs to die a slow death :(
2012-08-15T06:54:00.000Z	con-man		my graphics card hates it
2012-08-15T06:54:00.000Z	con-man		or something does
2012-08-15T06:54:00.000Z	con-man		like say
2012-08-15T06:55:00.000Z	con-man		I do ctrl+alt+shift+left arrow to take the focused window  with me to the next face of the cube
2012-08-15T06:55:00.000Z	con-man		and it just goes all flickery and doesnt move
2012-08-15T06:55:00.000Z	con-man		and is still on the other side of the dube
2012-08-15T06:55:00.000Z	con-man		cube
2012-08-15T06:56:00.000Z	con-man		nvidia x275
2012-08-15T06:56:00.000Z	con-man		two of em
2012-08-15T06:56:00.000Z	xangua	con-man	are you using the cube plugin in unity¿
2012-08-15T06:57:00.000Z	con-man	xangua	compiz
2012-08-15T07:07:00.000Z	con-man		so unity has a cube plugin? i dont need compiz for the cube?
2012-08-15T07:08:00.000Z	xangua	con-man	unity+cube=bad idea
2012-08-15T07:08:00.000Z	con-man		but I heart the cube?
2012-08-15T07:08:00.000Z	con-man		so I should use compiz?
2012-08-15T07:08:00.000Z	xangua		heart? love?
2012-08-15T07:08:00.000Z	con-man		ya
2012-08-15T07:09:00.000Z	con-man		yes that is what I use currently compiz
2012-08-15T07:09:00.000Z	con-man		but it's glitchy with unity
2012-08-15T07:10:00.000Z	xangua	con-man	again. unity+cube=really bad idea
