2008-11-11T02:01:00.000Z	koops		dude cant open hotmail on firefox 3.0.3 on hardy....!!! whats goin on??
2008-11-11T02:02:00.000Z	koops		can someone help me?
2008-11-11T02:03:00.000Z	Slart	koops	try changing the client id string.. whatever it's called.. see if it lets you in
2008-11-11T02:03:00.000Z	koops	Slart	k where?
2008-11-11T02:03:00.000Z	Slart	koops	hang on.. there's a addon for it..
2008-11-11T02:03:00.000Z	koops	Slart	k... thanks
2008-11-11T02:04:00.000Z	Slart	koops	here it is.. pretend to be something microsofty.. IE7 or something and see if it works https://addons.mozilla.org/en-US/firefox/addon/59
2008-11-11T02:06:00.000Z	koops		still cant use it!
2008-11-11T02:06:00.000Z	koops		dont know why cant access hotmail, no one with the same problem?
2008-11-11T02:06:00.000Z	Slart	koops	I'll give it a try.. if my old account still works
2008-11-11T02:07:00.000Z	koops	Slart	thanks again...
2008-11-11T02:08:00.000Z	Slart	koops	works for me.. I have to allow some sites in noscript.. but other than that it works
2008-11-11T02:08:00.000Z	koops	Slart	try if u can type anything when u want to write an emal
2008-11-11T02:10:00.000Z	Slart	koops	hmm.. nope.. can write the to address and the subject.. but not the body of the mail.. annoying
2008-11-11T02:11:00.000Z	koops	Slart	any ideas whats goin on? it says to go to the download area of firefox.com but... im still with lastest firefox
2008-11-11T02:13:00.000Z	Slart	koops	well.. you'll have to ask microsoft what it's all about..I doubt they will answer though
2008-11-11T02:14:00.000Z	koops	Slart	could it be some microsoft problem?
2008-11-11T02:15:00.000Z	Slart	koops	could be.. or firefox.. hard to tell
2008-11-11T02:15:00.000Z	koops	Slart	k, thank you very muc
2008-11-11T02:15:00.000Z	koops		h
2008-11-11T02:15:00.000Z	Slart	koops	you're welcome
