2006-06-05T15:22:00.000Z	Fear_is_the_mind		i have the 1.4.1
2006-06-05T15:22:00.000Z	Fear_is_the_mind		converted from the rpm
2006-06-05T15:22:00.000Z	Fear_is_the_mind		Dandre
2006-06-05T15:23:00.000Z	Fear_is_the_mind		ho wait wait Dandre
2006-06-05T15:23:00.000Z	Dandre	Fear_is_the_mind	and is there any incompatibility with jre1.5 tat I already have on my system?
2006-06-05T15:23:00.000Z	Fear_is_the_mind		I have the java 1.4.2
2006-06-05T15:25:00.000Z	Fear_is_the_mind	Dandre	here it is, sun-jre, 1.4.2 version
2006-06-05T15:26:00.000Z	Fear_is_the_mind		people, shoud i replace configuration file /etc/gdm/gdm.conf  when upgrading to drapper ?
2006-06-05T15:26:00.000Z	Dandre	Fear_is_the_mind	where?
2006-06-05T15:27:00.000Z	Fear_is_the_mind		check your incomings
2006-06-05T15:29:00.000Z	Fear_is_the_mind		nothing is coming in Dandre ?
2006-06-05T15:30:00.000Z	Dandre	Fear_is_the_mind	I don't see
2006-06-05T15:30:00.000Z	Fear_is_the_mind		arh
2006-06-05T15:30:00.000Z	Fear_is_the_mind		wait a moment Dandre, i put it on the internet
2006-06-05T15:30:00.000Z	Dandre	Fear_is_the_mind	do you have a link?
2006-06-05T15:31:00.000Z	Fear_is_the_mind		i'm uploading it
2006-06-05T15:32:00.000Z	Fear_is_the_mind		it will be ready in 10 minutes, Dandre
2006-06-05T15:38:00.000Z	Fear_is_the_mind		obviously i've upgraded
2006-06-05T15:46:00.000Z	Fear_is_the_mind	Dandre	i've given you the url in private
2006-06-05T15:50:00.000Z	Dandre	Fear_is_the_mind	I don't see PM, I am using xchat but I don't really know how to use it
2006-06-05T15:51:00.000Z	Fear_is_the_mind		i use xchat too
2006-06-05T15:51:00.000Z	Fear_is_the_mind		hehehe
2006-06-05T15:52:00.000Z	Fear_is_the_mind	Dandre	? is it ok ? here=> http://blackbanana.free.fr/Dean/sun-j2re1.4_1.4.2+11_i386.deb
2006-06-05T15:53:00.000Z	Dandre	Fear_is_the_mind	 ok fine
